date,product_code,registration_no,company,company_en,company_raw,commodity,commodity_mn,product_type,grade,grade_mn,contract_type,bidders,start_price,deal_price,currency,price_unit,total_value,premium_pct,lots,quantity_t,quantity_source,quality
2026-04-03,C03-2026040306,TTOA-2026-010,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,1,126.0,126.0,USD,тонн,6451200.0,0.0,8.0,51200.0,reported,"Ash (db):  15.64 (-4.0 | +4.0)  | Volatile (daf): 26.99 (-0,7 | +1.1)  | Total sulphur (db): 0.92 (-0.3 | +0.2)  | G-index (5:1): 76.0 (-4.0 | +4.0)  | Total moisture (ar): 1.9 (-0.5 | +2.5)  | Y- index ≤25mm"
2026-04-03,C01-2026040308,ER-26058,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,900.0,965.0,CNY,тонн,12352000.0,7.22,2.0,12800.0,reported,"Үнслэг (хуурай,%) ≤ 11.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >20.0%-28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах   | үеийн төлөв,%) ≤ 10.0%  | G индекс  ≥ 75"
2026-04-03,C01-2026040301,ER-26057,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,5,900.0,965.0,CNY,тонн,12352000.0,7.22,2.0,12800.0,reported,"Үнслэг (хуурай,%) ≤ 11.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >20.0%-28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах   | үеийн төлөв,%) ≤ 10.0%  | G индекс  ≥ 75"
2026-04-02,FE03-2026040201,ECM-26-61,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,70.0,USD,тонн,462000.0,7.69,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
2026-04-02,C04-2026040203,26-61 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,2,66.6,68.1,USD,тонн,4358400.0,2.25,10.0,64000.0,reported,Ash (db): 26.0 (-3.0 | +3.0)  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-Index (5:1): >65
2026-04-02,C04-2026040202,26-60 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,8,79.9,96.4,USD,тонн,3084800.0,20.65,5.0,32000.0,reported,Ash (db):  >14.0-19.0  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf):  >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-index (5:1): >65.0
2026-04-02,C03-2026040204,TTOA-2026-009,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,2,126.0,126.0,USD,тонн,6451200.0,0.0,8.0,51200.0,reported,"Ash (db):  15.64 (-4.0 | +4.0)  | Volatile (daf): 26.99 (-0,7 | +1.1)  | Total sulphur (db): 0.92 (-0.3 | +0.2)  | G-index (5:1): 76.0 (-4.0 | +4.0)  | Total moisture (ar): 1.9 (-0.5 | +2.5)  | Y- index: ≤25mm"
2026-04-02,C01-2026040201,ER-26056,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,900.0,975.0,CNY,тонн,12480000.0,8.33,2.0,12800.0,reported,"Үнслэг (хуурай,%) ≤ 11.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >20.0%-28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах   | үеийн төлөв,%) ≤ 10.0%  | G индекс  ≥ 75"
2026-04-01,FE03-2026040101,ECM-26-60,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,65.0,69.0,USD,тонн,455400.0,6.15,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
2026-04-01,C05-2026040103,26-05 TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,5,45.9,51.3,USD,тонн,1641600.0,11.76,5.0,32000.0,reported,Total moisture (ar): ≤9.0  | Volatile (daf): >20.0-37.0  | Total sulphur (db): 1.5 (-0.3 | +0.5)  | Calorific value (ar): 5500 (-500 | +500)  | G-Index (5:1):  ≤5.0
2026-04-01,C04-2026040104,26-59 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,7,73.2,77.7,USD,тонн,2486400.0,6.15,5.0,32000.0,reported,Ash (db): 22.0 (-3.0 | +3.0)  | Total moisture (ar): 4.0 (-1.0 | +2.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.1 (-0.5 | +0.5)  | G-Index (5:1): ≥70
2026-04-01,C04-2026040102,26-58 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,4,99.6,103.1,USD,тонн,6598400.0,3.51,10.0,64000.0,reported,Ash (db):  ≤9.0  | Total moisture (ar): ≤8.0  | Volatile (daf): >28.0-37.0  | Total sulphur (db): ≤1.0  | G-index (5:1): ≥75.0
2026-03-31,C04-2026033101,26-57 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,3,60.0,68.5,USD,тонн,2192000.0,14.17,5.0,32000.0,reported,
2026-03-30,C04-2026033002,26-56 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,6,97.7,111.7,USD,тонн,3574400.0,14.33,5.0,32000.0,reported,Ash (db):  ≤9.0  | Total moisture (ar): ≤8.0  | Volatile (daf): >28.0-37.0  | Total sulphur (db): ≤1.0  | G-index (5:1): ≥75.0
2026-03-27,FE03-2026032701,ECM-26-59,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,69.0,USD,тонн,455400.0,6.15,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
2026-03-27,C03-2026032702,26-07 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,126.0,145.5,USD,тонн,1862400.0,15.48,2.0,12800.0,reported,Ash (db): 15.0 (-3.0 | +3.0)  | Total moisture (ar): 3.0 (-2.0 | +2.0)  | Volatile (daf): >20.0-28.0  | Total sulphur (db): 0.9 (-0.3 | +0.5)  | G-Index (5:1):  >65
2026-03-27,C01-2026032701,ER-26053,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,850.0,1005.0,CNY,тонн,12864000.0,18.24,2.0,12800.0,reported,"Үнслэг (хуурай,%) ≤ 11.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >20.0%-28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах   | үеийн төлөв,%) ≤ 10.0%  | G индекс  ≥ 75"
2026-03-26,C02-2026032601,KH-26010,Хангад Эксплорэйшн ХХК,Khangad Exploration,Хангад Эксплорэйшн ХХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,6,700.0,755.0,CNY,тонн,19328000.0,7.86,4.0,25600.0,reported,"Үнслэг (хуурай,%) ≤ 9.5%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) > 28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах үеийн  | төлөв,%) ≤ 10.0%  | G индекс  ≥65"
2026-03-25,FE03-2026032501,ECM-26-58,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,9,65.0,69.5,USD,тонн,458700.0,6.92,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
2026-03-25,C10-2026032502,26-06 WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,9,51.0,64.2,USD,тонн,2054400.0,25.88,5.0,32000.0,reported,Ash (db): ≤25.0  | Total moisture (ar): ≤9.0  | Volatile (daf): <37.0  | Total sulphur (db): ≤1.0  | Calorific value (ar): ≥6000  | G-index: ≤20
2026-03-24,C10-2026032404,26-05 WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,9,45.3,65.7,USD,тонн,4204800.0,45.03,10.0,64000.0,reported,Ash (db): ≤25.0  | Total moisture (ar): ≤9.0  | Volatile (daf): <37.0  | Total sulphur (db): ≤1.0  | Calorific value (ar): ≥6000  | G-index: ≤20
2026-03-24,C04-2026032403,26-55 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,4,69.6,76.6,USD,тонн,4902400.0,10.06,10.0,64000.0,reported,Ash (db): 22.0 (-3.0 | +3.0)  | Total moisture (ar): 4.0 (-1.0 | +2.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.1 (-0.5 | +0.5)  | G-Index (5:1): ≥70
2026-03-24,C04-2026032402,26-54 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,5,75.9,85.4,USD,тонн,2732800.0,12.52,5.0,32000.0,reported,Ash (db):  >14.0-19.0  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf):  >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-index (5:1): >65.0
2026-03-24,C01-2026032401,ER-26051,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,850.0,1065.0,CNY,тонн,13632000.0,25.29,2.0,12800.0,reported,"Үнслэг (хуурай,%) ≤ 11.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >20.0%-28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах   | үеийн төлөв,%) ≤ 10.0%  | G индекс  ≥ 75"
2026-03-23,FE03-2026032301,ECM-26-57,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,65.0,68.5,USD,тонн,452100.0,5.38,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
2026-03-23,C05-2026032303,26-04 TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,6,48.2,56.9,USD,тонн,3641600.0,18.05,10.0,64000.0,reported,Total moisture (ar): ≤9.0  | Volatile (daf): >20-37.0  | Total sulphur (db): 1.5 (-0.3 | +0.5)  | Calorific value (ar): ≥6000  | G-Index (5:1):  ≤30.0
2026-03-23,C04-2026032304,26-53 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,3,59.7,70.2,USD,тонн,4492800.0,17.59,10.0,64000.0,reported,Ash (db): 26.0 (-3.0 | +3.0)  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-Index (5:1): >65
2026-03-23,C04-2026032302,26-52 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,6,95.8,107.3,USD,тонн,3433600.0,12.0,5.0,32000.0,reported,Ash (db):  ≤9.0  | Total moisture (ar): ≤8.0  | Volatile (daf): >28.0-37.0  | Total sulphur (db): ≤1.0  | G-index (5:1): ≥75.0
2026-03-20,C05-2026032006,26-03 TC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,5,38.9,47.0,USD,тонн,6016000.0,20.82,20.0,128000.0,reported,Total moisture (ar): ≤9.0  | Volatile (daf) > 20.0-37.0%  | Total sulphur (db): 1.5 (-0.3 | +0.5)  | Calorific value (ar): 5500 (-500 | +500)  | G-Index (5:1):  ≤5.0
2026-03-20,C04-2026032005,26-51 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,3,58.6,67.1,USD,тонн,4294400.0,14.51,10.0,64000.0,reported,Ash (db): 26.0 (-3.0 | +3.0)  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-Index (5:1): >65
2026-03-20,C04-2026032004,26-50 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,6,68.3,75.8,USD,тонн,2425600.0,10.98,5.0,32000.0,reported,Ash (db): 22.0 (-3.0 | +3.0)  | Total moisture (ar): 4.0 (-1.0 | +2.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.1 (-0.5 | +0.5)  | G-Index (5:1): ≥70
2026-03-20,C04-2026032003,26-49 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,4,95.4,99.9,USD,тонн,6393600.0,4.72,10.0,64000.0,reported,Ash (db):  ≤9.0  | Total moisture (ar): ≤8.0  | Volatile (daf): >28.0-37.0  | Total sulphur (db): ≤1.0  | G-index (5:1): ≥75.0
2026-03-20,C03-2026032002,TTOA-2026-006,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,7,115.0,134.0,USD,тонн,13721600.0,16.52,16.0,102400.0,reported,"Ash (db): 15.64 (-4.0 | +4.0)  | Volatile (daf): 26.99 (-0,7 | +1.1)  | Total sulphur (db): 0.92 (-0.3 | +0.2)  | G-index (5:1): 76.0 (-4.0 | +4.0)  | Total moisture (ar): 1.9 (-0.5 | +2.5)  | Y- index ≤25mm"
2026-03-20,C01-2026032001,ER-26049,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,7,800.0,945.0,CNY,тонн,12096000.0,18.12,2.0,12800.0,reported,"Үнслэг (хуурай,%) ≤ 11.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >20.0%-28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах   | үеийн төлөв,%) ≤ 10.0%  | G индекс  ≥ 75"
2026-03-19,FE03-2026031901,ECM-26-56,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,65.0,68.5,USD,тонн,452100.0,5.38,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
2026-03-19,C14-2026031904,26-01 SGS,Саусгоби Сэндс ХХК,Саусгоби Сэндс ХХК,Саусгоби Сэндс ХХК,Coal,Нүүрс,Боловсруулаагүй,"Дэгдэмхий бодис их, хийн нүүрс","Дэгдэмхий бодис их, хийн нүүрс",Форвард,1,290.0,290.0,CNY,тонн,1856000.0,0.0,1.0,6400.0,reported,"Илчлэг, ккал/кг (Qnet,ar) ≥5833  | Үнслэг, Ad (%) ≤21%  | Дэгдэмхий бодисын гарц, V daf (%) ＞37%  | Хүхрийн агуулга, Std (%) ＞1.2%  | Нийт чийг, Wt, % ＜10  | G индекс ≥60"
2026-03-19,C04-2026031906,26-48 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,4,68.3,76.3,USD,тонн,4883200.0,11.71,10.0,64000.0,reported,Ash (db): 22.0 (-3.0 | +3.0)  | Total moisture (ar): 4.0 (-1.0 | +2.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.1 (-0.5 | +0.5)  | G-Index (5:1): ≥70
2026-03-19,C04-2026031905,26-47 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,7,74.4,87.9,USD,тонн,2812800.0,18.15,5.0,32000.0,reported,Ash (db):  >14.0-19.0  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf):  >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-index (5:1): >65.0
2026-03-19,C03-2026031903,TTOA-2026-008,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,118.0,137.0,USD,тонн,14028800.0,16.1,16.0,102400.0,reported,"Ash (db):  15.64 (-4.0 | +4.0)  | Volatile (daf):  26.99 (-0,7 | +1.1)  | Total sulphur (db): 0.92 (-0.3 | +0.2)  | G-index (5:1):  76.0 (-4.0 | +4.0)  | Total moisture (ar):   1.9 (-0.5 | +2.5)  | Y- index ≤25mm"
2026-03-19,C03-2026031902,TTOA-2026-007,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,118.0,130.0,USD,тонн,13312000.0,10.17,16.0,102400.0,reported,"Ash (db): 15.64 (-4.0 | +4.0)  | Volatile (daf): 26.99 (-0,7 | +1.1)  | Total sulphur (db): 0.92 (-0.3 | +0.2)  | G-index (5:1): 76.0 (-4.0 | +4.0)  | Total moisture (ar): 1.9 (-0.5 | +2.5)  | Y- index   ≤25mm"
2026-03-19,C02-2026031901,KH-26009,Хангад Эксплорэйшн ХХК,Khangad Exploration,Хангад Эксплорэйшн ХХК,Coal,Нүүрс,Баяжуулсан,Washed semi-soft coking coal,Баяжуулсан сул коксжих нүүрс,Форвард,3,650.0,690.0,CNY,тонн,17664000.0,6.15,4.0,25600.0,reported,"Үнслэг (хуурай,%) ≤ 9.5%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) > 28.0%  | Хүхэр (хуурай, %) ≤ 0.85%  | Нийт чийглэг   | (хүлээн авах үеийн  | төлөв,%) ≤ 10.0%  | G индекс  ≥65"
2026-03-18,C06-2026031801,ER-26048,Энержи Ресурс ХХК,Energy Resources,Энержи Ресурс ХХК,Coal,Нүүрс,Баяжуулсан,Washed medium-ash semi-hard coking coal,"Баяжуулсан дунд зэрэг үнстэй, хагас хатуу коксжих нүүрс",Форвард,12,350.0,405.0,CNY,тонн,7776000.0,15.71,3.0,19200.0,reported,"Үнслэг (хуурай,%) ≤ 25.0%  | Дэгдэмхий бодис   | (үнсгүй хуурай,%) >10.0%-28.0%  | Хүхэр (хуурай, %) ≤ 1.0%  | Нийт чийглэг (хүлээн  | авах үеийн төлөв,%) ≤ 10.0%  | G индекс  >20-60  | Илчлэг (ккал/кг) ≈5500"
2026-03-18,C04-2026031805,26-46 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,2,58.6,66.1,USD,тонн,4230400.0,12.8,10.0,64000.0,reported,Ash (db): 26.0 (-3.0 | +3.0)  | Total moisture (ar): 5.0 (-2.0 | +3.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.0 (-0.3 | +0.5)  | G-Index (5:1): >65
2026-03-18,C04-2026031804,26-45 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,5,68.3,74.8,USD,тонн,2393600.0,9.52,5.0,32000.0,reported,Ash (db): 22.0 (-3.0 | +3.0)  | Total moisture (ar): 4.0 (-1.0 | +2.0)  | Volatile (daf): >28.0-37.0  | Total sulphur (db): 1.1 (-0.5 | +0.5)  | G-Index (5:1): ≥70
2026-03-18,C04-2026031803,26-44 1-3 CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,1/3 coking coal,1/3 коксжих нүүрс,Форвард,3,95.4,95.4,USD,тонн,6105600.0,0.0,10.0,64000.0,reported,Ash (db):  ≤9.0  | Total moisture (ar): ≤8.0  | Volatile (daf): >28.0-37.0  | Total sulphur (db): ≤1.0  | G-index (5:1): ≥75.0
2026-03-18,C03-2026031802,TTOA-2026-005,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,115.0,124.0,USD,тонн,12697600.0,7.83,16.0,102400.0,reported,"Ash (db):  15.64 (-4.0 | +4.0)  | Volatile (daf): 26.99 (-0,7 | +1.1)  | Total sulphur (db): 0.92 (-0.3 | +0.2)  | G-index (5:1):   76.0 (-4.0 | +4.0)  | Total moisture (ar): 1.9 (-0.5 | +2.5)  | Y- index   ≤25mm"
2026-03-17,FE03-2026031701,ECM-26-55,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,7,65.0,70.5,USD,тонн,465300.0,8.46,2.0,6600.0,reported,H2O 0.5-1.0%  | Al2O3 1%-3%  | S 0.02%-0.05%  | SiO2 5%-10%  | Fe <52%  | TiO2 0.01 %-0.08% | P 0.01 %-0.03%
