date,product_code,registration_no,company,company_en,company_raw,commodity,commodity_mn,product_type,grade,grade_mn,contract_type,bidders,start_price,deal_price,currency,price_unit,total_value,premium_pct,lots,quantity_t,quantity_source,quality
2025-07-18,C03-2025071802,TTOA-2025-031,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,4,78.0,82.0,USD,тонн,20467200.0,5.13,39.0,249600.0,reported,"Ash (db): 15,09 (-4.0 | +4.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 0.98 (-0.3 | +0.2) | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +2.5) | Y- index ≤25mm"
2025-07-18,C03-2025071801,TTOA-2025-032,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,78.0,82.0,USD,тонн,20467200.0,5.13,39.0,249600.0,reported,"Ash (db): 15,09 (-4.0 | +4.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 0.98 (-0.3 | +0.2) | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +2.5) | Y- index ≤25mm"
2025-07-09,FE03-2025070903,DMP-2556,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,4,55.0,64.5,USD,тонн,3831300.0,17.27,18.0,59400.0,reported,"FE 58% (average) | S 3.5% (average) | H2O 2.5% (average) | AL2O3 1.0% (average) | SI02 6.0% (average) | TIO2 0.1% (average) | P 0.02% (average) | Fraction 0-10mm, 10-40 mm"
2025-07-09,FE03-2025070901,ECM-56,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,59.0,63.0,USD,тонн,415800.0,6.78,2.0,12800.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-07-09,FE02-2025070902,DMP-2555,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Дарханы Төмөрлөгийн Үйлдвэр ХХК,Iron ore,Төмөр,Баяжмал,Fe-58% Төмрийн баяжмал,Fe-58% Төмрийн баяжмал,Форвард,4,55.0,64.5,USD,тонн,3831300.0,17.27,18.0,59400.0,reported,"FE 58% (average) | S 3.5% (average) | H2O 2.5% (average) | AL2O3 1.0% (average) | SI02 6.0% (average) | TIO2 0.1% (average) | P 0.02% (average) | Fraction 0-10mm, 10-40 mm"
2025-07-09,C08-2025070901,AND-05,Андын Илч ХХК,Андын Илч ХХК,Андын Илч ХХК,Coal,Нүүрс,Боловсруулаагүй,Чийг багатай хүрэн нүүрс,Чийг багатай хүрэн нүүрс,Форвард,1,140.0,140.0,CNY,тонн,1792000.0,0.0,2.0,12800.0,reported,Хүхэр 1.84% | Илчлэг 4568kcal | Чийг 25.2% | Үнслэг 15.0% | Дэгдэмхий 44.4%
2025-07-09,C01-2025070902,ETT-2514-WCO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed coking coal,Баяжуулсан коксжих нүүрс,Форвард,6,92.1,98.6,USD,тонн,3155200.0,7.06,5.0,32000.0,reported,Ash (db): 10.5 max | Total moisture (ar): 10.0 max | Volatile (daf): 28.0 max | Total sulphur (db): 0.8 max | G-Index: 75 min
2025-07-08,CAF201-2025070801,ECM-55,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Fluorspar,Жонш,Баяжмал,Fluorspar concentrate CaF2 95%,CaF2-95% Хайлуур жоншны баяжмал,Форвард,1,300.0,300.0,USD,тонн,994500.0,0.0,51.0,3315.0,reported,CAF2 95% | CACO3 2.0% | SIO2 1.4% | S 0.02-0.05% | P <0.5 | H2O 8-10%
2025-07-08,C3-2025070803,ETT-2503-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,80.2,87.7,USD,тонн,2806400.0,9.35,5.0,32000.0,reported,Ash (db): 13.5 (-2.0 | +2.0) | Total moisture (ar): 3.0 (-1.5 | +1.5) | Volatile (daf): 27.0 (-1.0 | +1.0) | Total sulphur (db): 0.9 (-0.3 | +0.5) | G-Index (5:1): 75 (-5.0 | +5.0)
2025-07-08,C05-2025070802,ETT-2521-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,1,32.9,32.9,USD,тонн,1052800.0,0.0,5.0,32000.0,reported,Ash (db): 25.0 (-5.0 | +3.0) | Total moisture (ar): 5.0 (-1.0 | +3.0) | Volatile (daf): 34.0 max | Total sulphur (db): 1.0 (-0.3 | +0.5) | Calorific value (ar): 5500 (-500 | +500) | G-Index: ≤5.0
2025-07-08,C03-2025070805,ETT-2505-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,4,80.2,90.2,USD,тонн,11545600.0,12.47,20.0,128000.0,reported,Ash (db): 13.5 (-2.0 | +2.0) | Total moisture (ar): 3.0 (-1.5 | +1.5) | Volatile (daf): 27.0 (-1.0 | +1.0) | Total sulphur (db): 0.9 (-0.3 | +0.5) | G-Index (5:1): 75 (-5.0 | +5.0)
2025-07-08,C03-2025070804,ETT-2504-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,5,80.2,88.2,USD,тонн,5644800.0,9.98,10.0,64000.0,reported,Ash (db): 13.5 (-2.0 | +2.0) | Total moisture (ar): 3.0 (-1.5 | +1.5) | Volatile (daf): 27.0 (-1.0 | +1.0) | Total sulphur (db): 0.9 (-0.3 | +0.5) | G-Index (5:1): 75 (-5.0 | +5.0)
2025-07-07,FE03-2025070701,ECM-54,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,59.0,64.0,USD,тонн,422400.0,8.47,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-07-04,FE03-2025070401,ECM-53,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,59.0,64.5,USD,тонн,425700.0,9.32,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-07-04,C05-2025070405,ETT-2522-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,1,32.9,32.9,USD,тонн,8422400.0,0.0,40.0,256000.0,reported,Ash (db): 25.0 (-5.0 | +3.0) | Total moisture (ar): 5.0 (-1.0 | +3.0) | Volatile (daf): 34.0 max | Total sulphur (db): 1.0 (-0.3 | +0.5) | Calorific value (ar): 5500 (-500 | +500) | G Index ≤5
2025-07-04,C05-2025070402,ETT-25-20-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,2,32.9,33.2,USD,тонн,2124800.0,0.91,10.0,64000.0,reported,Volatile (daf): 37.0 max | Calorific value (ar): ≥5500 | G Index ≤5
2025-07-04,C03-2025070403,TTOA-2025-028,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,2,78.0,78.0,USD,тонн,7987200.0,0.0,16.0,102400.0,reported,"Ash (db): 15,09 (-4.0 | +4.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 0.98 (-0.3 | +0.2) | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +2.5) | Y- index ≤25mm"
2025-07-03,FE03-2025070301,ECM-52,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,7,59.0,63.0,USD,тонн,415800.0,6.78,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-07-03,C03-2025070304,TTOA-2025-026,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,1,78.0,78.0,USD,тонн,7987200.0,0.0,16.0,102400.0,reported,"Ash (db): 15,09 (-4.0 | +4.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 0.98 (-0.3 | +0.2) | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +2.5) | Y- index ≤25mm"
2025-07-03,C03-2025070302,ETT-2502-CO,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,6,80.0,87.0,USD,тонн,2784000.0,8.75,5.0,32000.0,reported,Ash (db): 13.5 (-2.0 | +2.0) | Total moisture (ar): 3.0 (-1.5 | +1.5) | Volatile (daf): 27.0 (-1.0 | +1.0) | Total sulphur (db): 0.9 (-0.3 | +0.5) | G-Index (5:1): 75 (-5.0 | +5.0)
2025-07-02,FE01-2025070201,ECM-51,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,3,78.0,82.5,USD,тонн,1633500.0,5.77,6.0,19800.0,reported,H20 7-10% | AL2O3 0.4-1.0% | S 0.02-0.08% | SIO2 3-8% | FE <65% | TIO2 0.01-0.08% | P 0.01-0.03%
2025-07-02,C03-2025070203,TTOA-2025-024,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,2,78.0,78.0,USD,тонн,7987200.0,0.0,16.0,102400.0,reported,"Ash (db): 15,09 (-4.0 | +4.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 0.98 (-0.3 | +0.2) | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +2.5) | Y- index ≤25mm"
2025-07-01,FE03-2025070101,ECM-50,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,59.0,63.0,USD,тонн,415800.0,6.78,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-27,FE03-2025062701,ECM-47,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,6,59.0,62.0,USD,тонн,409200.0,5.08,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-27,C10-2025062703,ETT-2504-WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,3,40.4,45.2,USD,тонн,1446400.0,11.88,5.0,32000.0,reported,Ash (db): ≤22.0 | Total moisture (ar): ≤9.0 | Volatile (daf): ˂37.0 | Sulphur (db): ≤1.0 | Calorific value (ar): ≥6000 | G Index ≤20
2025-06-26,FE03-2025062601,ECM-48,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,2,59.0,61.5,USD,тонн,1826550.0,4.24,9.0,29700.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-26,C10-2025062604,ETT-2503-WTC,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Баяжуулсан,Washed non-coking-quality coal,Баяжуулсан коксжих чанаргүй нүүрс,Форвард,5,36.9,44.7,USD,тонн,1430400.0,21.14,5.0,32000.0,reported,Ash (db): ≤22.0 | Total moisture (ar): ≤9.0 | Volatile (daf): ˂37.0 | Sulphur (db): ≤1.0 | Calorific value (ar): ≥6000 | G Index ≤20
2025-06-26,C03-2025062603,TTOA-2025-022,Тавантолгой ХК,Tavan Tolgoi JSC,Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,Medium-volatile coking coal,"Дэгдэмхий бодис дунд, коксжих нүүрс",Форвард,1,78.0,78.0,USD,тонн,7987200.0,0.0,16.0,102400.0,reported,"Ash (db): 15,09 (-4.0 | +4.0) | Volatile (daf): 26.00 (-2.0 | +2.0) | Total sulphur (db): 0.98 (-0.3 | +0.2) | G-index (5:1): 72 (-7.0 | +10.0) | Total moisture (ar): 1,93 (-0.5 | +2.5) | Y- index ≤25mm"
2025-06-25,FE03-2025062501,ECM-46,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,59.0,61.0,USD,тонн,402600.0,3.39,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-25,CU01-2025062501,EMC-7,Эрдэнэт Үйлдвэр ТӨҮГ,Erdenet Mining Corporation,Эрдэнэт Үйлдвэр ТӨҮГ,Copper,Зэс,Баяжмал,Copper concentrate (22.35% Cu),22.35%-ийн зэсийн агуулгатай баяжмал,Форвард,2,2193.74,2223.74,USD,тонн,10073542.0,1.37,5.0,4530.0,reported,Зэс /Cu/ 22.35% | Мөнгө /Ag/ 78 гр/тн | Хүнцэл /As/ <0.3% | Чийглэг /moisture/ 9.4% | Молибден /Мо/ <0.15% | Төмөр /Fe/ <30% | Цайр /Zn/ <0.7% | Хар тугалга /Pb/ <1.4% | Хүхэр /S/ <37% | Алт /Au/ <0.3 гр/тн | Хөнгөн цагаан /Al/ <2.0%
2025-06-24,FE01-2025062401,ECM-45,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,3,78.0,80.5,USD,тонн,1593900.0,3.21,6.0,19800.0,reported,H2O 7-10% | AL2O3 0.4-1% | S 0.02-0.08% | SI02 3-8% | FE <65% | TIO2 0.01-.08% | P 0.01-0.03%
2025-06-23,FE03-2025062301,ECM-44,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,59.0,60.5,USD,тонн,399300.0,2.54,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-23,C05-2025062303,ETT-25-19-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,1,35.1,35.1,USD,тонн,2246400.0,0.0,10.0,64000.0,reported,Ash (db): 21.5 (-5.0 | +5.0) | Total moisture (ar): 6.0 (-3.0 | +3.0) | Volatile (daf): 34.0 max | Total sulphur (db): 1.5 max | Calorific value (ar): 5500 (-500 | +700) | G-Index: <5.0
2025-06-20,CAF201-2025062001,ECM-49,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Fluorspar,Жонш,Баяжмал,Fluorspar concentrate CaF2 95%,CaF2-95% Хайлуур жоншны баяжмал,Форвард,2,300.0,300.0,USD,тонн,994500.0,0.0,51.0,3315.0,reported,CaF2~95% | CaCO3 2.0% | Si02 1.4% | S 0.02%-0.05% | P <0.5 | H2O 8-10%
2025-06-19,FE03-2025061901,ECM-43,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,59.0,60.5,USD,тонн,399300.0,2.54,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-17,FE03-2025061701,ECM-42,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,4,59.0,60.5,USD,тонн,399300.0,2.54,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-13,FE03-2025061301,ECM-40,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,59.0,61.5,USD,тонн,405900.0,4.24,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-12,FE02-2025061201,ECM-38,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,5,59.0,61.5,USD,тонн,405900.0,4.24,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-09,FE03-2025060901,ECM-36,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,2,59.0,60.0,USD,тонн,396000.0,1.69,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-06,CaF01-2025060601,ECM-41,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Fluorspar,Жонш,Хайлуур жонш,Fluorspar concentrate CaF2 95%,CaF2-95% Хайлуур жоншны баяжмал,Форвард,1,300.0,300.0,USD,тонн,994500.0,0.0,51.0,3315.0,reported,CaF2~95% | CaCO3 2.0% | Si02 1.4% | S 0.02%-0.05% | P <0.5 | H2O 8-10%
2025-06-06,C05-2025060604,ETT-25-18-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,2,34.7,35.0,USD,тонн,448000.0,0.86,2.0,12800.0,reported,Ash (db) 21.5 (-5.0 | +5.0) | Total moisture (ar) 6.0 (-3.0 | +3.0) | Volatile (daf) 34.0 max | Total sulfur (db) 1.5 max | Calorific value (ar) 5500 (-500 | +700) | G-index (5:1) <5
2025-06-06,C05-2025060603,ETT-25-17-OX,Эрдэнэс Тавантолгой ХК,Erdenes Tavan Tolgoi,Эрдэнэс Тавантолгой ХК,Coal,Нүүрс,Боловсруулаагүй,"Thermal coal (bituminous, non-caking)","Эрчим хүчний нүүрс /Битумт, үл барьцалдах нүүрс/",Форвард,2,34.6,34.9,USD,тонн,1116800.0,0.87,5.0,32000.0,reported,sh (db) 21.5 (-5.0 | +5.0) | Total moisture (ar) 6.0 (-3.0 | +3.0) | Volatile (daf) 34.0 max | Total sulfur (db) 1.5 max | Calorific value (ar) 5500 (-500 | +700) | G-index (5:1) <5
2025-06-05,FE03-2025060501,ECM-34,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,3,61.0,62.5,USD,тонн,412500.0,2.46,2.0,6600.0,reported,H2O-0.5-1.0% | Al2O3-1%-3% | S-0.02%-0.05% | SiO2-5%-10% | Fe-<52% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-04,FE01-2025060401,ECM-33,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Баяжмал,Iron concentrate Fe 65%,Fe-65% Төмрийн баяжмал,Форвард,2,83.0,84.0,USD,тонн,1663200.0,1.2,6.0,19800.0,reported,H20-7-10% | Al2O3-0.4%-1% | S-0.02%-0.08% | SiO2-3%-8% | FE-<65% | TiO2-0.01%-0.08% | P-0.01%-0.03%
2025-06-03,FE03-2025060301,ECM-32,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,1,61.0,61.0,USD,тонн,402600.0,0.0,2.0,6600.0,reported,H20 0.5-1.0% | A1203 1%-3% | S 0.02%-0.05% | Si02 5%-10% | Fe <52% | Ti02 0.01%-0.08% | P 0.01%-0.03%
2025-05-30,FE03-2025053001,ECM-31,Монголросцветмет ТӨҮГ,Mongolrostsvetmet (ex-Erdenes Critical Minerals),Монголросцветмет ТӨҮГ /Эрдэнэс критикал минералс ТӨҮГ/,Iron ore,Төмөр,Хүдэр,Iron ore Fe 52%,Fe-52% Төмрийн хүдэр,Форвард,2,61.0,62.5,USD,тонн,412500.0,2.46,2.0,6600.0,reported,H20 0.5-1.0% | A1203 1%-3% | S 0.02%-0.05% | ISi02 5%-10% | Fe <52% | Ti02 0.01%-0.08% | P 0.01%-0.03%
2025-05-30,CU01-2025053001,EMC-06,Эрдэнэт Үйлдвэр ТӨҮГ,Erdenet Mining Corporation,Эрдэнэт Үйлдвэр ТӨҮГ,Copper,Зэс,Баяжмал,Copper concentrate (22.35% Cu),22.35%-ийн зэсийн агуулгатай баяжмал,Форвард,3,2138.08,2178.08,USD,тонн,9866702.0,1.87,5.0,4530.0,reported,Copper /Cu/ 22.35% | Silver /Ag/ 78 гр/тн | Arsenic /As/ <0.3% | Moisture 9.4% | Molybdenum /Мо/ <0.15% | Iron /Fe/ <30% | Zinc /Zn/ <0.7% | Lead /Pb/ <1.4% | Sulfur /S/ <37% | Gold /Au/ <0.3 гр/тн | Aluminum /Al/ <2.0%
